nexo_id	name	definition	comment
9236	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.33084005560344 density:0.142857142857143 bootstrap:0.161828684 cc_score:0.0 bp_score:0.0 mf_score:0.0
7835	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:5.57435137668675 density:0.7 bootstrap:0.8294071 cc_score:0.0 bp_score:0.0 mf_score:0.0
7155	CC:  | BP: borate transport | MF:inorganic anion exchanger activity	CC_def:  | BP_def: The directed movement of borate into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Borate is the anion (BO3)3-; boron is a group 13 element, with properties which are borderline between metals and non-metals. | MF_def:Catalysis of the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: inorganic anion A(out) + inorganic anion B(in) = inorganic anion A(in) + inorganic anion B(out).	robustness:1.93823604758871 density:1 bootstrap:0.622494014 cc_score:0.0 bp_score:0.220684 mf_score:0.439869
6916	CC:  | BP:  | MF:protein disulfide oxidoreductase activity	CC_def:  | BP_def:  | MF_def:Catalysis of the reaction: a protein with reduced sulfide groups = a protein with oxidized disulfide bonds.	robustness:3.89073112501562 density:0.222222222222222 bootstrap:0.486506514 cc_score:0.0 bp_score:0.0582176 mf_score:0.143555
8921	CC:  | BP: nitrogen catabolite repression of transcription from RNA polymerase II promoter | MF:RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription	CC_def:  | BP_def: A transcription regulation process in which the presence of one nitrogen source leads to a decrease in the frequency, rate, or extent of transcription, from an RNA polymerase II promoter, of specific genes involved in the metabolism of other nitrogen sources. | MF_def:Interacting selectively and non-covalently with a sequence of DNA that is in cis with and relatively close to a core promoter for RNA polymerase II (RNAP II) in order to stop, prevent, or reduce the frequency, rate or extent of transcription from an RNA polymerase II promoter.	robustness:1.9428460338729 density:1 bootstrap:0.62545867 cc_score:0.0 bp_score:0.444779 mf_score:0.125715
5745	CC:  | BP:  | MF:D-arabinono-1,4-lactone oxidase activity	CC_def:  | BP_def:  | MF_def:Catalysis of the reaction: D-arabinono-1,4-lactone + O(2) = dehydro-D-arabinono-1,4-lactone + H(2)O(2) + H(+).	robustness:0 density:0 bootstrap:0.36904235 cc_score:0.0 bp_score:0.0283869 mf_score:0.206176
8302	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:13.4741786847077 density:0.972222222222222 bootstrap:0.874264796 cc_score:0.0 bp_score:0.0585018 mf_score:0.0747774
7920	CC:  | BP: termination of RNA polymerase II transcription, poly(A)-coupled | MF:5'-3' exoribonuclease activity	CC_def:  | BP_def: The process in which transcription of polyadenylated RNA polymerase II transcripts is terminated; cleavage and polyadenylylation of the mRNA 3' end is coupled to transcription termination. | MF_def:Catalysis of the sequential cleavage of mononucleotides from a free 5' terminus of an RNA molecule.	robustness:3.83481275807159 density:1 bootstrap:0.81224399 cc_score:0.0 bp_score:0.249022 mf_score:0.22162
6308	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:2.07190075628373 density:1 bootstrap:0.71131136 cc_score:0.0 bp_score:0.0 mf_score:0.0
6570	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:2.29979570955813 density:0.142857142857143 bootstrap:0.483261607 cc_score:0.0 bp_score:0.0 mf_score:0.0
5730	CC: perinuclear endoplasmic reticulum | BP: activation of protein kinase C activity by G-protein coupled receptor protein signaling pathway | MF:sphinganine kinase activity	CC_def: The portion of endoplasmic reticulum, the intracellular network of tubules and cisternae, that occurs near the nucleus. The lumen of the perinuclear endoplasmic reticulum is contiguous with the nuclear envelope lumen (also called perinuclear space), the region between the inner and outer nuclear membranes. | BP_def: The initiation of the activity of the inactive enzyme protein kinase C as the result of a series of molecular signals generated as a consequence of a G-protein coupled receptor binding to its physiological ligand. | MF_def:Catalysis of the reaction: ATP + sphinganine = ADP + sphinganine 1-phosphate.	robustness:3.91325327419613 density:1 bootstrap:0.84581249 cc_score:0.293431 bp_score:0.590759 mf_score:0.588273
8735	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:8.02031224611637 density:0.307692307692308 bootstrap:0.557537264 cc_score:0.0 bp_score:0.0 mf_score:0.0
8075	CC:  | BP: vesicle coating | MF:clathrin binding	CC_def:  | BP_def: A protein coat is added to the vesicle to form the proper shape of the vesicle and to target the vesicle for transport to its destination. | MF_def:Interacting selectively and non-covalently with a clathrin heavy or light chain, the main components of the coat of coated vesicles and coated pits, and which also occurs in synaptic vesicles.	robustness:0 density:0 bootstrap:0.69586824 cc_score:0.0 bp_score:0.174806 mf_score:0.20152
6370	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.46157635497731 density:0.1 bootstrap:0.57069168 cc_score:0.0 bp_score:0.0 mf_score:0.0723136
8876	CC:  | BP: chromatin remodeling at centromere | MF:	CC_def:  | BP_def: Dynamic structural changes in centromeric DNA. | MF_def:	robustness:5.3864374003148 density:1 bootstrap:0.80124955 cc_score:0.0 bp_score:0.15677 mf_score:0.0
8037	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.60270574707691 density:1 bootstrap:0.42562726 cc_score:0.0 bp_score:0.0145737 mf_score:0.0
7844	CC:  | BP: 5-phosphoribose 1-diphosphate biosynthetic process | MF:ribose phosphate diphosphokinase activity	CC_def:  | BP_def: The chemical reactions and pathways resulting in the formation of 5-phosphoribose 1-diphosphate, also known as 5-phosphoribosyl-1-pyrophosphate. | MF_def:Catalysis of the reaction: D-ribose 5-phosphate + ATP = 5-phospho-alpha-D-ribose 1-diphosphate + AMP + 2 H(+).	robustness:5.5120155297764 density:1 bootstrap:0.83904534 cc_score:0.0 bp_score:0.715702 mf_score:0.72165
6150	CC: glycine cleavage complex | BP: glycine decarboxylation via glycine cleavage system | MF:trichothecene 3-O-acetyltransferase activity	CC_def: A protein complex that catalyzes the reversible oxidation of glycine. In E. coli, it has four components: dihydrolipoamide dehydrogenase, glycine dehydrogenase (decarboxylating), lipoyl-GcvH-protein and aminomethyltransferase, also known as L, P, H, and T. | BP_def: The chemical reactions and pathways resulting in the breakdown of glycine by oxidative cleavage to carbon dioxide, ammonia, and a methylene group, mediated by enzymes of the glycine cleavage complex. | MF_def:Catalysis of the 3-O-acetylation of a trichothecene. Trichothecenes are sesquiterpene epoxide mycotoxins that act as potent inhibitors of eukaryotic protein synthesis.	robustness:0 density:0 bootstrap:0.785977806 cc_score:0.17505 bp_score:0.299406 mf_score:0.440951
6454	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.88669109 cc_score:0.0 bp_score:0.0888952 mf_score:0.0
7618	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.54582687728318 density:0.1 bootstrap:0.638381411 cc_score:0.0 bp_score:0.0 mf_score:0.0
9866	CC:  | BP: mitotic cell cycle G2/M transition checkpoint | MF:	CC_def:  | BP_def: A mitotic cell cycle checkpoint that blocks entry into M phase. | MF_def:	robustness:11.9674662060047 density:0.617647058823529 bootstrap:0.341513965 cc_score:0.0868566 bp_score:0.162797 mf_score:0.0
9461	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:10.3789796241013 density:0.844444444444444 bootstrap:0.50875283 cc_score:0.082741 bp_score:0.0930987 mf_score:0.0
6690	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.835278937 cc_score:0.0 bp_score:0.0 mf_score:0.0
6755	CC:  | BP:  | MF:monovalent cation:hydrogen antiporter activity	CC_def:  | BP_def:  | MF_def:Catalysis of the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: monovalent cation(out) + H+(in) = monovalent cation(in) + H+(out).	robustness:1.99635796502014 density:0.333333333333333 bootstrap:0.425413952 cc_score:0.0 bp_score:0.0 mf_score:0.103406
6790	CC:  | BP:  | MF:L-glutamine transmembrane transporter activity	CC_def:  | BP_def:  | MF_def:Catalysis of the transfer of L-glutamine from one side of a membrane to the other. L-glutamine is 2-amino-4-carbamoylbutanoic acid.	robustness:3.95168746673003 density:1 bootstrap:0.86250845 cc_score:0.0 bp_score:0.0 mf_score:0.177622
9295	CC:  | BP: exonucleolytic trimming to generate mature 5'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) | MF:LSU rRNA binding	CC_def:  | BP_def: Exonucleolytic digestion of a pre-rRNA molecule to generate the mature 5'-end of a 5.8S rRNA molecule derived from an originally tricistronic pre-rRNA transcript that contained the Small Subunit (SSU) rRNA, the 5.8S rRNA, and the Large Subunit (LSU) rRNA in that order from 5' to 3' along the primary transcript. | MF_def:Interacting selectively and non-covalently with the large ribosomal subunit RNA (LSU rRNA), a constituent of the large ribosomal subunit. In S. cerevisiae, this is the 25S rRNA.	robustness:7.1915444345241 density:1 bootstrap:0.571291857 cc_score:0.0 bp_score:0.146959 mf_score:0.125857
7952	CC:  | BP: nuclear polyadenylation-dependent antisense transcript catabolic process | MF:5'-deoxyribose-5-phosphate lyase activity	CC_def:  | BP_def: The chemical reactions and pathways occurring in the nucleus and resulting in the breakdown of an antisense transcript, initiated by the enzymatic addition of a sequence of adenylyl residues (polyadenylation) at the 3' end the target antisense transcript. | MF_def:Catalysis of the beta-elimination of the 5' deoxyribose-5-phosphate at an abasic site in DNA where a DNA-(apurinic or apyrimidinic site) lyase has already cleaved the C-O-P bond 3' to the apurinic or apyrimidinic site.	robustness:3.57414284341984 density:1 bootstrap:0.70557306 cc_score:0.0 bp_score:0.225345 mf_score:0.293121
8389	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.40966595 cc_score:0.0 bp_score:0.0684457 mf_score:0.0
5259	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.81162402 cc_score:0.0 bp_score:0.0 mf_score:0.0
7230	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:3.63740266875942 density:0.238095238095238 bootstrap:0.65219113 cc_score:0.0 bp_score:0.0796816 mf_score:0.0
8826	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:3.37399696840709 density:0.163636363636364 bootstrap:0.357506297 cc_score:0.0 bp_score:0.0673879 mf_score:0.0
5214	CC:  | BP: beta-alanine biosynthetic process | MF:	CC_def:  | BP_def: The chemical reactions and pathways resulting in the formation of beta-alanine (3-aminopropanoic acid), an achiral amino acid and an isomer of alanine. It occurs free (e.g. in brain) and in combination (e.g. in pantothenate) but it is not a constituent of proteins. | MF_def:	robustness:2.29693187273977 density:1 bootstrap:0.87421464 cc_score:0.0 bp_score:0.875455 mf_score:0.0
9080	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:2.19084764730544 density:0.666666666666667 bootstrap:0.437418649 cc_score:0.0 bp_score:0.0 mf_score:0.0
7341	CC:  | BP:  | MF:medium-chain fatty acid-CoA ligase activity	CC_def:  | BP_def:  | MF_def:Catalysis of the reaction: ATP + a medium-chain carboxylic acid + CoA = AMP + diphosphate + an acyl-CoA; medium-chain fatty acids have chain lengths of C8-12.	robustness:1.20372671729658 density:0.2 bootstrap:0.175076102 cc_score:0.0 bp_score:0.0 mf_score:0.186144
5568	CC:  | BP:  | MF:fluconazole transporter activity	CC_def:  | BP_def:  | MF_def:Enables the directed movement of fluconazole into, out of or within a cell, or between cells. Fluconazole is an antifungal drug used for oral candidiasis and cryptococcal meningitis; it is still under study for treatment of vaginal candidiasis and other fungal infections.	robustness:0 density:0 bootstrap:0.774803141 cc_score:0.0 bp_score:0.0664962 mf_score:0.445824
8637	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.82628875710021 density:0.0201680672268908 bootstrap:0.194567839 cc_score:0.0 bp_score:0.0214882 mf_score:0.0
5554	CC:  | BP: mitochondrial translational elongation | MF:	CC_def:  | BP_def: The successive addition of amino acid residues to a nascent polypeptide chain during protein biosynthesis in a mitochondrion. | MF_def:	robustness:0 density:0 bootstrap:0.416363129 cc_score:0.0 bp_score:0.219215 mf_score:0.0
5854	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.9244452476002 density:0.333333333333333 bootstrap:0.74987726 cc_score:0.0 bp_score:0.0 mf_score:0.0
8202	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:2.2101080167016 density:0.666666666666667 bootstrap:0.445143401 cc_score:0.0 bp_score:0.0 mf_score:0.0
6431	CC:  | BP: lipid translocation | MF:phospholipid transporter activity	CC_def:  | BP_def: The translocation, or flipping, of lipid molecules from one monolayer of a membrane bilayer to the opposite monolayer. | MF_def:Enables the directed movement of phospholipids into, out of or within a cell, or between cells. Phospholipids are a class of lipids containing phosphoric acid as a mono- or diester.	robustness:4.58322619019356 density:0.145454545454545 bootstrap:0.76493999 cc_score:0.0 bp_score:0.175434 mf_score:0.204429
5953	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:3.14873646363524 density:0.666666666666667 bootstrap:0.90353622 cc_score:0.0 bp_score:0.0 mf_score:0.0
9059	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:4.70142374119223 density:0.6 bootstrap:0.71597608 cc_score:0.0 bp_score:0.0573822 mf_score:0.0
5324	CC:  | BP: tRNA 5'-leader removal | MF:	CC_def:  | BP_def: Generation of the mature 5'-end of the tRNA, usually via an endonucleolytic cleavage by RNase P. | MF_def:	robustness:1.7638482514263 density:1 bootstrap:0.515518535 cc_score:0.0 bp_score:0.221041 mf_score:0.0
5086	CC:  | BP: response to ethanol | MF:pyridoxamine-phosphate oxidase activity	CC_def:  | BP_def: Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an ethanol stimulus. | MF_def:Catalysis of the reaction: pyridoxamine 5'-phosphate + H2O + O2 = pyridoxal 5'-phosphate + NH3 + hydrogen peroxide.	robustness:0 density:0 bootstrap:0.888397418 cc_score:0.0 bp_score:0.156914 mf_score:0.222152
5491	CC:  | BP:  | MF:glutathione transferase activity	CC_def:  | BP_def:  | MF_def:Catalysis of the reaction: R-X + glutathione = H-X + R-S-glutathione. R may be an aliphatic, aromatic or heterocyclic group; X may be a sulfate, nitrile or halide group.	robustness:0 density:0 bootstrap:0.88285585 cc_score:0.0 bp_score:0.054567 mf_score:0.110513
8499	CC: ESCRT-0 complex | BP: protein retention in Golgi apparatus | MF:	CC_def: A protein complex required for the recycling of Golgi proteins, formation of lumenal membranes and sorting of ubiquitinated proteins into those membranes. This complex includes Vps1p and Hse1p in yeast and the Hrs and STAM proteins in mammals. | BP_def: The retention of proteins within the Golgi apparatus. Golgi-localized carbohydrate-modifying enzymes have a short N-terminal domain that faces the cytosol, a single transmembrane alpha helix, and a large C-terminal domain that faces the Golgi lumen and that contains the catalytic site. How the membrane-spanning alpha helix in a Golgi enzyme causes its localization and prevents its movement to the plasma membrane is not known. | MF_def:	robustness:2.16726018074985 density:1 bootstrap:0.77829448 cc_score:0.292538 bp_score:0.163635 mf_score:0.0392136
8480	CC:  | BP:  | MF:phosphoglycerate kinase activity	CC_def:  | BP_def:  | MF_def:Catalysis of the reaction: 3-phospho-D-glycerate + ATP = 3-phospho-D-glyceroyl phosphate + ADP + H(+).	robustness:1.44697671529799 density:1 bootstrap:0.346932457 cc_score:0.0 bp_score:0.0 mf_score:0.442589
6234	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.421614319 cc_score:0.0 bp_score:0.0 mf_score:0.0
8607	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:3.01802954961092 density:0.333333333333333 bootstrap:0.297552908 cc_score:0.0 bp_score:0.0248008 mf_score:0.0
8528	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.07322445888057 density:0.0545454545454545 bootstrap:0.143556088 cc_score:0.0 bp_score:0.0560549 mf_score:0.0
9987	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:2.92537759580997 density:0.00338904044687956 bootstrap:0.163505378 cc_score:0.0794268 bp_score:0.0851759 mf_score:0.0636559
9132	CC: transcription factor TFIID complex | BP:  | MF:sequence-specific core promoter binding RNA polymerase II transcription factor activity involved in preinitiation complex assembly	CC_def: A complex composed of TATA binding protein (TBP) and TBP associated factors (TAFs); the total mass is typically about 800 kDa. Most of the TAFs are conserved across species. In TATA-containing promoters for RNA polymerase II (Pol II), TFIID is believed to recognize at least two distinct elements, the TATA element and a downstream promoter element. TFIID is also involved in recognition of TATA-less Pol II promoters. Binding of TFIID to DNA is necessary but not sufficient for transcription initiation from most RNA polymerase II promoters. | BP_def:  | MF_def:Interacting selectively and non-covalently with a specific DNA sequence in an RNA polymerase II (Pol II) core promoter, the region composed of the transcription start site and binding sites for transcription factors of the Pol II basal transcription machinery, in order to promote assembly of the transcriptional preinitiation complex (PIC), the formation of which is a prerequisite for transcription from an RNA polymerase II promoter.	robustness:11.9089051864498 density:1 bootstrap:0.839218236 cc_score:0.412195 bp_score:0.0 mf_score:0.393138
8800	CC: chaperonin-containing T-complex | BP:  | MF:	CC_def: A multisubunit ring-shaped complex that mediates protein folding in the cytosol without a cofactor. | BP_def:  | MF_def:	robustness:9.10038837458815 density:0.611111111111111 bootstrap:0.7477651 cc_score:0.408659 bp_score:0.0 mf_score:0.0
5792	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:4.34318383617527 density:0.8 bootstrap:0.424096804 cc_score:0.0 bp_score:0.0 mf_score:0.0
5328	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.8842939 cc_score:0.0 bp_score:0.0 mf_score:0.0
9297	CC: CORVET complex | BP: regulation of vesicle fusion | MF:	CC_def: A multimeric protein complex that acts as an endosomal tethering complex (CORVET = class C core vacuole/endosome tethering) by cooperating with Rab GTPases to capture endosomal vesicles and trap them prior to the action of SNAREs; the complex is involved in endo-lysosomal biogenesis and required for transport between endosome and vacuole. The Saccharomyces cerevisiae complex contains Vps8p, Vps3p, Pep5p, Vps16p, Pep3p, and Vps33p. | BP_def: Any process that modulates the frequency, rate or extent of vesicle fusion. | MF_def:	robustness:12.7657799642319 density:0.972222222222222 bootstrap:0.7847532 cc_score:0.278842 bp_score:0.401982 mf_score:0.0
7024	CC:  | BP:  | MF:xenobiotic-transporting ATPase activity	CC_def:  | BP_def:  | MF_def:Catalysis of the reaction: ATP + H2O + xenobiotic(in) = ADP + phosphate + xenobiotic(out).	robustness:4.48497479077867 density:0.833333333333333 bootstrap:0.70863309 cc_score:0.0 bp_score:0.0877132 mf_score:0.285942
6702	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.72053643 cc_score:0.0 bp_score:0.0 mf_score:0.0
8479	CC: clathrin coated vesicle membrane | BP:  | MF:	CC_def: The lipid bilayer surrounding a clathrin-coated vesicle. | BP_def:  | MF_def:	robustness:5.09897035801055 density:0.156862745098039 bootstrap:0.320568666 cc_score:0.311113 bp_score:0.0201072 mf_score:0.0
9227	CC: CCR4-NOT core complex | BP: nuclear-transcribed mRNA poly(A) tail shortening | MF:poly(A)-specific ribonuclease activity	CC_def: The core of the CCR4-NOT transcription factor complex. In Saccharomyces the CCR4-NOT core complex comprises Ccr4p, Caf1p, Not1p, Not2p, Not3p, Not4p, and Not5p. | BP_def: Shortening of the poly(A) tail of a nuclear-transcribed mRNA from full length to an oligo(A) length. | MF_def:Catalysis of the exonucleolytic cleavage of poly(A) to 5'-AMP.	robustness:13.0276506594422 density:0.972222222222222 bootstrap:0.81727948 cc_score:0.777183 bp_score:0.365825 mf_score:0.152629
6055	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.47386294990912 density:0.166666666666667 bootstrap:0.51121484 cc_score:0.0 bp_score:0.0 mf_score:0.0
6019	CC:  | BP:  | MF:2-isopropylmalate synthase activity	CC_def:  | BP_def:  | MF_def:Catalysis of the reaction: 3-methyl-2-oxobutanoate + acetyl-CoA + H(2)O = (2S)-2-isopropylmalate + CoA + H(+).	robustness:0 density:0 bootstrap:0.75780251 cc_score:0.0 bp_score:0.0 mf_score:0.232604
5609	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.90849136 cc_score:0.0 bp_score:0.0894504 mf_score:0.0
6860	CC: DNA replication factor C complex | BP:  | MF:	CC_def: A complex of five polypeptides in eukaryotes, and two in prokaryotes, that loads the DNA polymerase processivity factor proliferating cell nuclear antigen (PCNA) onto DNA, thereby permitting processive DNA synthesis catalyzed by DNA polymerase. | BP_def:  | MF_def:	robustness:3.94515522686647 density:1 bootstrap:0.85965931 cc_score:0.526904 bp_score:0.0722587 mf_score:0.0186323
9731	CC: nuclear ubiquitin ligase complex | BP:  | MF:	CC_def: A ubiquitin ligase complex found in the nucleus. | BP_def:  | MF_def:	robustness:10.8187404100304 density:0.192513368983957 bootstrap:0.30688559 cc_score:0.27231 bp_score:0.0874827 mf_score:0.0773114
9459	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.51882761546312 density:0.05 bootstrap:0.159915782 cc_score:0.0 bp_score:0.0421539 mf_score:0.0
7759	CC:  | BP: positive regulation of autophagy | MF:phosphatidylinositol 3-kinase activity	CC_def:  | BP_def: Any process that activates, maintains or increases the rate of autophagy. Autophagy is the process in which cells digest parts of their own cytoplasm. | MF_def:Catalysis of the reaction: ATP + a phosphatidylinositol = ADP + a phosphatidylinositol 3-phosphate. This reaction is the addition of a phosphate group to an inositol lipid at the 3' position of the inositol ring to generate the 3-phosphoinositides: phosphatidylinositol-3-phosphate [PI(3)P], phosphatidylinositol-3,4-bisphosphate [PI(3,4)P2] and phosphatidylinositol-3,4,5-trisphosphate [PI(3,4,5)P3].	robustness:0 density:0 bootstrap:0.689972205 cc_score:0.0 bp_score:0.169005 mf_score:0.160773
5895	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.746006973 cc_score:0.0 bp_score:0.0 mf_score:0.0
5234	CC:  | BP: inosine catabolic process | MF:inosine nucleosidase activity	CC_def:  | BP_def: The chemical reactions and pathways resulting in the breakdown of inosine, hypoxanthine riboside, a nucleoside found free but not in combination in nucleic acids except in the anticodons of some tRNAs. | MF_def:Catalysis of the reaction: inosine + H2O = D-ribose + hypoxanthine.	robustness:0 density:0 bootstrap:0.55160189 cc_score:0.0 bp_score:0.446667 mf_score:0.443427
8871	CC:  | BP: positive regulation of protein import into nucleus | MF:	CC_def:  | BP_def: Any process that activates or increases the frequency, rate or extent of movement of proteins from the cytoplasm into the nucleus. | MF_def:	robustness:2.22815462324169 density:0.3 bootstrap:0.372437534 cc_score:0.0 bp_score:0.192292 mf_score:0.0140075
9808	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:8.78964550832484 density:0.888888888888889 bootstrap:0.424114808 cc_score:0.0441509 bp_score:0.0526019 mf_score:0.0
5872	CC: Snt2C complex | BP:  | MF:	CC_def: A histone deacetylase complex that is part of the chromatin remodeling machinery. In Saccharomyces cerevisiae this complex contains Snt2p, Ecm5p and Rpd3p. | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.623443066 cc_score:0.219746 bp_score:0.0 mf_score:0.09753
7152	CC:  | BP:  | MF:porin activity	CC_def:  | BP_def:  | MF_def:Catalysis of the transfer of substances, sized less than 1000 Da, from one side of the membrane to the other. The transmembrane portions of porins consist exclusively of beta-strands which form a beta-barrel. They are found in the outer membranes of Gram-negative bacteria, mitochondria, plastids and possibly acid-fast Gram-positive bacteria.	robustness:2.08796830693991 density:1 bootstrap:0.72238655 cc_score:0.0 bp_score:0.0104422 mf_score:0.228122
6389	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.676925105 cc_score:0.0 bp_score:0.0 mf_score:0.0
6281	CC:  | BP: osmosensory signaling pathway via two-component system | MF:protein histidine kinase binding	CC_def:  | BP_def: A series of molecular signals generated in response to osmotic change, as mediated through a two-component (phosphorelay) system. | MF_def:Interacting selectively and non-covalently with protein histidine kinase.	robustness:2.17793902375761 density:1 bootstrap:0.78598323 cc_score:0.0 bp_score:0.446193 mf_score:0.439636
9587	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:5.72446022759627 density:1 bootstrap:0.5429753 cc_score:0.0 bp_score:0.0 mf_score:0.0
7586	CC: HDA1 complex | BP: gene silencing involved in chronological cell aging | MF:NAD-dependent histone deacetylase activity (H3-K9 specific)	CC_def: A tetrameric histone deacetylase complex that contains a Class II deacetylase catalytic subunit. In S. cerevisiae it is composed of two Hda1p subunits along with Hda2p and Hda3p. | BP_def: Any transcriptional or post-transcriptional process, arising in non-dividing cells as they age, carried out at the cellular level that results in long-term gene inactivation. | MF_def:Catalysis of the reaction: histone H3 N6-acetyl-L-lysine (position 9) + H2O = histone H3 L-lysine (position 9) + acetate. This reaction requires the presence of NAD, and represents the removal of an acetyl group from lysine at position 9 of the histone H3 protein.	robustness:3.73015798296759 density:1 bootstrap:0.7685155 cc_score:0.879216 bp_score:0.878527 mf_score:0.117538
7052	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:3.6837323323596 density:0.4 bootstrap:0.489695526 cc_score:0.0 bp_score:0.0997971 mf_score:0.0795439
5524	CC:  | BP: positive regulation of transcription from RNA polymerase II promoter by pheromones | MF:	CC_def:  | BP_def: Any process involving pheromones that activates or increases the rate of transcription from an RNA polymerase II promoter. | MF_def:	robustness:0 density:0 bootstrap:0.872073943 cc_score:0.0 bp_score:0.126725 mf_score:0.0
6026	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:3.97418719031549 density:1 bootstrap:0.87235814 cc_score:0.0 bp_score:0.0 mf_score:0.0
5359	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:2.36600087227251 density:1 bootstrap:0.92758058 cc_score:0.0 bp_score:0.0 mf_score:0.0
7040	CC:  | BP:  | MF:pyridoxine:NADP 4-dehydrogenase activity	CC_def:  | BP_def:  | MF_def:Catalysis of the reaction: NADP(+) + pyridoxine = H(+) + NADPH + pyridoxal.	robustness:2.5488057645633 density:0.666666666666667 bootstrap:0.59203369 cc_score:0.0 bp_score:0.0 mf_score:0.315467
5459	CC: sulfite reductase complex (NADPH) | BP: purine ribonucleoside salvage | MF:sulfite reductase (NADPH) activity	CC_def: A multisubunit iron flavoprotein, which in yeast is composed of 2 alpha and 2 beta subunits. Catalyzes the reduction of sulfite to sulfide. | BP_def: Any process which produces a purine nucleoside from derivatives of it, without de novo synthesis. | MF_def:Catalysis of the reaction: hydrogen sulfide + 3 NADP+ + 3 H2O = sulfite + 3 NADPH + 3 H+.	robustness:0 density:0 bootstrap:0.52685652 cc_score:0.230119 bp_score:0.116361 mf_score:0.233085
6247	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.88027785 cc_score:0.0 bp_score:0.0 mf_score:0.0
6813	CC:  | BP: inactivation of MAPK activity involved in osmosensory signaling pathway | MF:	CC_def:  | BP_def: Any process that terminates the activity of the active enzyme MAP kinase during osmolarity sensing. | MF_def:	robustness:2.1003611547337 density:1 bootstrap:0.73098725 cc_score:0.0 bp_score:0.357847 mf_score:0.0
